payment_id,loan_id,due_date,payment_date,payment_amount,payment_status,penalty_amount
PAY02401,LN1277,2021-08-25,2021-09-20,28636.85,Late,1155.75
PAY02402,LN1277,2021-09-24,2021-09-21,29235.72,On-time,0.0
PAY02403,LN1277,2021-10-24,2021-11-10,28446.27,Late,316.65
PAY02404,LN3442,2020-05-17,2020-05-14,6098.87,On-time,0.0
PAY02405,LN3442,2020-06-16,2020-06-14,5932.98,On-time,0.0
PAY02406,LN3442,2020-07-16,2020-08-26,5923.49,Late,459.3
PAY02407,LN2528,2023-10-19,2023-10-18,7347.21,On-time,0.0
PAY02408,LN2528,2023-11-18,2023-11-18,7589.44,On-time,0.0
PAY02409,LN2528,2023-12-18,2023-12-15,7528.49,On-time,0.0
PAY02410,LN2528,2024-01-17,2024-04-23,7644.53,Default,922.71
PAY02411,LN2528,2024-02-16,2024-02-16,7506.19,On-time,0.0
PAY02412,LN1176,2024-01-02,2024-01-26,29943.34,Late,1092.47
PAY02413,LN3856,2022-05-15,2022-05-15,32854.87,On-time,0.0
PAY02414,LN2040,2022-07-02,2022-07-02,30719.48,On-time,0.0
PAY02415,LN1302,2021-08-16,2021-08-18,10295.26,On-time,0.0
PAY02416,LN3428,2024-04-07,2024-04-08,7756.94,On-time,0.0
PAY02417,LN3428,2024-05-07,2024-05-04,7649.53,On-time,0.0
PAY02418,LN3428,2024-06-06,2024-06-03,7573.38,On-time,0.0
PAY02419,LN3428,2024-07-06,2024-08-18,7807.17,Late,91.69
PAY02420,LN3428,2024-08-05,2024-08-06,7830.25,On-time,0.0
PAY02421,LN3428,2024-09-04,2024-09-06,7587.03,On-time,0.0
PAY02422,LN2887,2020-01-19,2020-05-02,2111.32,Default,461.75
PAY02423,LN3613,2022-10-23,2022-10-25,16970.64,On-time,0.0
PAY02424,LN3928,2023-05-11,2023-05-13,149429.14,On-time,0.0
PAY02425,LN3928,2023-06-10,2023-06-10,151108.59,On-time,0.0
PAY02426,LN3928,2023-07-10,2023-07-12,148329.83,On-time,0.0
PAY02427,LN0660,2020-03-18,2020-03-20,68565.9,On-time,0.0
PAY02428,LN0660,2020-04-17,2020-04-19,70656.06,On-time,0.0
PAY02429,LN0660,2020-05-17,2020-05-18,70850.13,On-time,0.0
PAY02430,LN3282,2024-10-01,2024-09-28,6929.61,On-time,0.0
PAY02431,LN3282,2024-10-31,2024-11-02,6861.25,On-time,0.0
PAY02432,LN3282,2024-11-30,2024-11-28,6903.55,On-time,0.0
PAY02433,LN2329,2021-10-27,2021-10-28,2753.18,On-time,0.0
PAY02434,LN0984,2021-04-28,2021-04-28,24270.21,On-time,0.0
PAY02435,LN2259,2020-11-09,2020-11-06,24007.28,On-time,0.0
PAY02436,LN2259,2020-12-09,2020-12-07,23592.53,On-time,0.0
PAY02437,LN2259,2021-01-08,2021-01-05,23676.99,On-time,0.0
PAY02438,LN2259,2021-02-07,2021-02-05,23390.78,On-time,0.0
PAY02439,LN2259,2021-03-09,2021-03-06,23362.01,On-time,0.0
PAY02440,LN0865,2022-02-09,2022-03-15,65649.33,Late,2301.58
PAY02441,LN0865,2022-03-11,2022-03-13,67365.29,On-time,0.0
PAY02442,LN0865,2022-04-10,2022-04-09,67412.32,On-time,0.0
PAY02443,LN0865,2022-05-10,2022-06-11,65240.69,Late,1653.25
PAY02444,LN0865,2022-06-09,2022-10-07,65245.9,Default,15229.85
PAY02445,LN2308,2020-04-10,2020-04-08,38549.67,On-time,0.0
PAY02446,LN2308,2020-05-10,2020-05-09,39449.89,On-time,0.0
PAY02447,LN2308,2020-06-09,2020-06-25,40341.06,Late,3120.38
PAY02448,LN2308,2020-07-09,2020-07-06,39523.46,On-time,0.0
PAY02449,LN2308,2020-08-08,2020-08-10,40264.5,On-time,0.0
PAY02450,LN2308,2020-09-07,2020-09-09,40405.24,On-time,0.0
PAY02451,LN2042,2023-07-24,2024-01-13,37599.42,Default,7616.02
PAY02452,LN0703,2024-08-13,2024-08-10,64226.4,On-time,0.0
PAY02453,LN0703,2024-09-12,2024-09-13,63941.22,On-time,0.0
PAY02454,LN0703,2024-10-12,2024-10-10,64070.87,On-time,0.0
PAY02455,LN2219,2019-11-08,2019-11-10,7106.19,On-time,0.0
PAY02456,LN2219,2019-12-08,2019-12-08,6859.57,On-time,0.0
PAY02457,LN2219,2020-01-07,2020-02-09,6957.15,Late,122.89
PAY02458,LN2219,2020-02-06,2020-03-18,6848.28,Late,331.31
PAY02459,LN3801,2019-08-09,2019-08-11,73868.27,On-time,0.0
PAY02460,LN3801,2019-09-08,2019-09-08,74240.3,On-time,0.0
PAY02461,LN3801,2019-10-08,2019-10-06,71001.18,On-time,0.0
PAY02462,LN3801,2019-11-07,2019-12-08,73708.11,Late,3197.81
PAY02463,LN3801,2019-12-07,2019-12-04,70736.08,On-time,0.0
PAY02464,LN1998,2019-10-18,2019-10-18,5664.44,On-time,0.0
PAY02465,LN0251,2024-05-02,2024-05-02,21817.7,On-time,0.0
PAY02466,LN0251,2024-06-01,2024-05-31,21625.58,On-time,0.0
PAY02467,LN0251,2024-07-01,2024-06-29,21901.79,On-time,0.0
PAY02468,LN3821,2024-02-25,2024-02-24,35015.54,On-time,0.0
PAY02469,LN3821,2024-03-26,2024-03-24,35382.98,On-time,0.0
PAY02470,LN3821,2024-04-25,2024-04-23,34865.53,On-time,0.0
PAY02471,LN3821,2024-05-25,2024-05-25,35894.38,On-time,0.0
PAY02472,LN3821,2024-06-24,2024-06-25,35390.54,On-time,0.0
PAY02473,LN0009,2022-12-05,2022-12-05,106198.46,On-time,0.0
PAY02474,LN0009,2023-01-04,2023-01-05,103900.63,On-time,0.0
PAY02475,LN0009,2023-02-03,2023-02-03,102114.54,On-time,0.0
PAY02476,LN0009,2023-03-05,2023-03-07,105355.51,On-time,0.0
PAY02477,LN0009,2023-04-04,2023-04-06,106290.26,On-time,0.0
PAY02478,LN1726,2024-03-30,2024-04-05,10415.68,Late,756.45
PAY02479,LN0344,2022-07-28,2022-07-25,82567.51,On-time,0.0
PAY02480,LN0344,2022-08-27,2022-08-24,81219.8,On-time,0.0
PAY02481,LN0344,2022-09-26,2022-09-23,82329.41,On-time,0.0
PAY02482,LN0344,2022-10-26,2022-10-28,82520.4,On-time,0.0
PAY02483,LN0344,2022-11-25,2022-11-23,80695.29,On-time,0.0
PAY02484,LN0344,2022-12-25,2022-12-25,83521.53,On-time,0.0
PAY02485,LN2084,2024-05-14,2024-06-25,53112.61,Late,2076.7
PAY02486,LN3341,2024-08-11,2024-08-13,64545.36,On-time,0.0
PAY02487,LN2523,2020-04-25,2020-04-27,24026.82,On-time,0.0
PAY02488,LN0661,2021-06-10,2021-06-08,44844.98,On-time,0.0
PAY02489,LN0661,2021-07-10,2021-07-09,43263.04,On-time,0.0
PAY02490,LN3318,2023-01-21,2023-03-04,2412.21,Late,137.41
PAY02491,LN0085,2020-07-24,2020-07-24,13031.49,On-time,0.0
PAY02492,LN0085,2020-08-23,2020-08-24,12966.22,On-time,0.0
PAY02493,LN3751,2019-02-27,2019-03-01,2281.16,On-time,0.0
PAY02494,LN3751,2019-03-29,2019-09-11,2256.33,Default,503.79
PAY02495,LN3751,2019-04-28,2019-04-29,2295.73,On-time,0.0
PAY02496,LN0593,2020-04-09,2020-04-06,14672.38,On-time,0.0
PAY02497,LN0593,2020-05-09,2020-05-07,14405.28,On-time,0.0
PAY02498,LN0593,2020-06-08,2020-06-08,14387.39,On-time,0.0
PAY02499,LN1259,2022-09-29,2022-09-26,10541.25,On-time,0.0
PAY02500,LN1259,2022-10-29,2022-10-29,10410.37,On-time,0.0
PAY02501,LN1259,2022-11-28,2022-11-26,10327.19,On-time,0.0
PAY02502,LN1612,2021-08-04,2022-01-26,28200.95,Default,5936.79
PAY02503,LN0820,2023-02-22,2023-02-22,35604.83,On-time,0.0
PAY02504,LN2242,2019-12-23,2019-12-23,49449.97,On-time,0.0
PAY02505,LN0585,2023-11-02,2023-12-16,5953.65,Late,230.34
PAY02506,LN0585,2023-12-02,2024-01-16,5921.06,Late,144.04
PAY02507,LN0585,2024-01-01,2024-01-25,5811.37,Late,278.68
PAY02508,LN0585,2024-01-31,2024-02-02,5855.66,On-time,0.0
PAY02509,LN0585,2024-03-01,2024-02-27,5929.97,On-time,0.0
PAY02510,LN2200,2020-06-30,2020-11-27,14114.91,Default,2664.83
PAY02511,LN0463,2022-09-29,2022-09-30,13199.69,On-time,0.0
PAY02512,LN0463,2022-10-29,2022-10-29,12995.16,On-time,0.0
PAY02513,LN0463,2022-11-28,2022-12-09,12805.87,Late,919.34
PAY02514,LN1213,2022-02-11,2022-02-09,3787.2,On-time,0.0
PAY02515,LN2816,2024-09-18,2024-09-19,3837.53,On-time,0.0
PAY02516,LN2816,2024-10-18,2024-10-18,3707.43,On-time,0.0
PAY02517,LN2816,2024-11-17,2025-04-28,3748.88,Default,436.98
PAY02518,LN2816,2024-12-17,2024-12-16,3714.67,On-time,0.0
PAY02519,LN2816,2025-01-16,2025-01-16,3729.75,On-time,0.0
PAY02520,LN2816,2025-02-15,2025-02-28,3824.92,Late,118.03
PAY02521,LN1097,2022-05-07,2022-06-02,12257.47,Late,952.29
PAY02522,LN2303,2019-04-10,2019-04-07,2106.3,On-time,0.0
PAY02523,LN2303,2019-05-10,2019-07-22,2128.66,Default,290.63
PAY02524,LN1251,2023-01-28,2023-03-09,28319.3,Late,887.15
PAY02525,LN1251,2023-02-27,2023-03-01,28845.96,On-time,0.0
PAY02526,LN1251,2023-03-29,2023-03-31,27977.14,On-time,0.0
PAY02527,LN1251,2023-04-28,2023-04-28,28318.25,On-time,0.0
PAY02528,LN1251,2023-05-28,2023-05-29,29319.59,On-time,0.0
PAY02529,LN2986,2025-01-12,2025-01-12,8683.7,On-time,0.0
PAY02530,LN2986,2025-02-11,2025-02-10,8596.75,On-time,0.0
PAY02531,LN2986,2025-03-13,2025-03-11,8598.48,On-time,0.0
PAY02532,LN2694,2021-08-21,2021-08-18,30313.41,On-time,0.0
PAY02533,LN2694,2021-09-20,2021-09-18,30092.1,On-time,0.0
PAY02534,LN2694,2021-10-20,2021-10-18,30529.47,On-time,0.0
PAY02535,LN2694,2021-11-19,2021-11-17,30960.6,On-time,0.0
PAY02536,LN2694,2021-12-19,2021-12-18,30817.29,On-time,0.0
PAY02537,LN3774,2020-10-19,2020-10-20,20281.7,On-time,0.0
PAY02538,LN3774,2020-11-18,2020-11-15,20410.5,On-time,0.0
PAY02539,LN3774,2020-12-18,2020-12-16,20050.23,On-time,0.0
PAY02540,LN3774,2021-01-17,2021-01-19,20579.74,On-time,0.0
PAY02541,LN1426,2020-03-15,2020-03-26,10920.07,Late,745.06
PAY02542,LN1426,2020-04-14,2020-04-15,11232.05,On-time,0.0
PAY02543,LN1426,2020-05-14,2020-07-25,11299.31,Default,1612.19
PAY02544,LN3675,2019-06-11,2019-06-12,13934.95,On-time,0.0
PAY02545,LN3675,2019-07-11,2019-07-08,13926.94,On-time,0.0
PAY02546,LN3675,2019-08-10,2019-08-11,14059.06,On-time,0.0
PAY02547,LN3675,2019-09-09,2019-10-04,13685.23,Late,645.05
PAY02548,LN0162,2019-12-05,2019-12-07,7780.87,On-time,0.0
PAY02549,LN1767,2022-08-20,2022-09-23,94966.47,Late,4203.78
PAY02550,LN1767,2022-09-19,2022-09-19,97697.72,On-time,0.0
PAY02551,LN1767,2022-10-19,2022-10-19,97454.02,On-time,0.0
PAY02552,LN1767,2022-11-18,2022-11-16,98331.03,On-time,0.0
PAY02553,LN1767,2022-12-18,2022-12-19,94775.17,On-time,0.0
PAY02554,LN1767,2023-01-17,2023-01-16,96677.57,On-time,0.0
PAY02555,LN1671,2020-06-05,2020-06-04,41323.33,On-time,0.0
PAY02556,LN1671,2020-07-05,2020-07-07,41702.83,On-time,0.0
PAY02557,LN1671,2020-08-04,2020-08-05,42560.2,On-time,0.0
PAY02558,LN1671,2020-09-03,2020-10-14,43128.76,Late,2318.61
PAY02559,LN3284,2023-03-04,2023-03-01,89552.94,On-time,0.0
PAY02560,LN1028,2023-04-09,2023-04-08,33470.98,On-time,0.0
PAY02561,LN0517,2020-06-24,2020-06-22,27137.11,On-time,0.0
PAY02562,LN2553,2019-10-26,2019-10-26,21392.33,On-time,0.0
PAY02563,LN3699,2019-08-15,2019-09-15,9176.91,Late,504.0
PAY02564,LN3699,2019-09-14,2019-09-15,8928.19,On-time,0.0
PAY02565,LN3699,2019-10-14,2019-10-15,9325.67,On-time,0.0
PAY02566,LN3699,2019-11-13,2019-11-11,9377.23,On-time,0.0
PAY02567,LN1020,2021-09-06,2021-11-06,24320.09,Default,4507.5
PAY02568,LN1020,2021-10-06,2021-10-08,24939.96,On-time,0.0
PAY02569,LN3709,2023-01-14,2023-01-15,6953.91,On-time,0.0
PAY02570,LN3709,2023-02-13,2023-05-15,6891.3,Default,698.54
PAY02571,LN3709,2023-03-15,2023-03-16,6828.99,On-time,0.0
PAY02572,LN3252,2024-07-23,2024-07-24,13229.39,On-time,0.0
PAY02573,LN3207,2019-12-08,2019-12-10,41272.83,On-time,0.0
PAY02574,LN3863,2022-08-04,2022-08-01,3434.18,On-time,0.0
PAY02575,LN1714,2020-08-19,2020-08-16,8766.54,On-time,0.0
PAY02576,LN1714,2020-09-18,2021-03-06,8963.17,Default,1601.56
PAY02577,LN1178,2025-01-27,2025-01-29,31718.76,On-time,0.0
PAY02578,LN1178,2025-02-26,2025-04-09,32974.39,Late,1384.68
PAY02579,LN3082,2024-08-17,2024-08-29,11157.4,Late,408.49
PAY02580,LN2373,2019-10-13,2019-10-15,79185.39,On-time,0.0
PAY02581,LN0707,2022-04-24,2022-04-25,12381.17,On-time,0.0
PAY02582,LN2849,2020-07-23,2020-12-29,44007.55,Default,9097.91
PAY02583,LN2849,2020-08-22,2020-08-23,45216.13,On-time,0.0
PAY02584,LN2849,2020-09-21,2020-09-23,45061.07,On-time,0.0
PAY02585,LN2849,2020-10-21,2020-10-19,45213.99,On-time,0.0
PAY02586,LN2849,2020-11-20,2020-11-19,44933.93,On-time,0.0
PAY02587,LN2849,2020-12-20,2020-12-19,45037.18,On-time,0.0
PAY02588,LN0183,2023-03-17,2023-03-17,11042.55,On-time,0.0
PAY02589,LN1843,2021-05-24,2021-05-26,121829.21,On-time,0.0
PAY02590,LN1843,2021-06-23,2021-06-25,118511.12,On-time,0.0
PAY02591,LN1843,2021-07-23,2021-07-24,117421.26,On-time,0.0
PAY02592,LN1843,2021-08-22,2021-08-24,118272.34,On-time,0.0
PAY02593,LN1843,2021-09-21,2021-09-20,122004.82,On-time,0.0
PAY02594,LN1843,2021-10-21,2021-10-21,121981.03,On-time,0.0
PAY02595,LN2462,2020-09-06,2020-10-13,13037.07,Late,735.47
PAY02596,LN2462,2020-10-06,2020-10-08,13204.89,On-time,0.0
PAY02597,LN2462,2020-11-05,2020-11-05,12917.13,On-time,0.0
PAY02598,LN2462,2020-12-05,2020-12-04,13075.95,On-time,0.0
PAY02599,LN2462,2021-01-04,2021-01-04,13105.46,On-time,0.0
PAY02600,LN2462,2021-02-03,2021-06-24,13134.43,Default,1623.63
PAY02601,LN0338,2020-02-27,2020-02-28,11180.27,On-time,0.0
PAY02602,LN0338,2020-03-28,2020-03-30,11323.83,On-time,0.0
PAY02603,LN0338,2020-04-27,2020-04-26,10880.12,On-time,0.0
PAY02604,LN0338,2020-05-27,2020-05-26,11194.67,On-time,0.0
PAY02605,LN0242,2021-03-22,2021-03-29,89152.55,Late,2059.6
PAY02606,LN0238,2024-06-07,2024-06-08,2790.01,On-time,0.0
PAY02607,LN0238,2024-07-07,2024-07-06,2740.84,On-time,0.0
PAY02608,LN2132,2022-04-15,2022-04-16,120961.1,On-time,0.0
PAY02609,LN1049,2019-07-11,2019-11-26,6244.98,Default,1531.99
PAY02610,LN1049,2019-08-10,2019-09-01,6258.45,Late,211.19
PAY02611,LN1049,2019-09-09,2019-09-09,6181.26,On-time,0.0
PAY02612,LN2993,2024-04-08,2024-04-15,40733.36,Late,2095.2
PAY02613,LN2993,2024-05-08,2024-06-15,41091.87,Late,3242.6
PAY02614,LN3745,2022-02-26,2022-02-23,13387.35,On-time,0.0
PAY02615,LN3745,2022-03-28,2022-03-26,13392.11,On-time,0.0
PAY02616,LN3745,2022-04-27,2022-04-28,13162.49,On-time,0.0
PAY02617,LN3745,2022-05-27,2022-09-22,12796.34,Default,2894.56
PAY02618,LN2340,2024-03-06,2024-03-05,43035.94,On-time,0.0
PAY02619,LN0817,2024-05-18,2024-05-20,41522.23,On-time,0.0
PAY02620,LN0817,2024-06-17,2024-06-16,41566.16,On-time,0.0
PAY02621,LN0817,2024-07-17,2024-07-18,40413.96,On-time,0.0
PAY02622,LN0817,2024-08-16,2024-08-18,41718.83,On-time,0.0
PAY02623,LN0817,2024-09-15,2024-09-15,41182.5,On-time,0.0
PAY02624,LN0817,2024-10-15,2024-10-16,40703.04,On-time,0.0
PAY02625,LN2208,2019-11-05,2019-11-07,60573.39,On-time,0.0
PAY02626,LN2208,2019-12-05,2019-12-07,62570.47,On-time,0.0
PAY02627,LN2208,2020-01-04,2020-01-02,61718.25,On-time,0.0
PAY02628,LN2208,2020-02-03,2020-02-05,61116.21,On-time,0.0
PAY02629,LN2208,2020-03-04,2020-03-06,61422.65,On-time,0.0
PAY02630,LN2208,2020-04-03,2020-03-31,60546.57,On-time,0.0
PAY02631,LN2574,2024-07-07,2024-07-06,10061.47,On-time,0.0
PAY02632,LN2574,2024-08-06,2024-08-06,10463.69,On-time,0.0
PAY02633,LN2574,2024-09-05,2024-09-03,10160.55,On-time,0.0
PAY02634,LN2574,2024-10-05,2024-10-05,10027.72,On-time,0.0
PAY02635,LN2574,2024-11-04,2024-11-04,10356.88,On-time,0.0
PAY02636,LN3568,2019-06-12,2019-06-11,22424.56,On-time,0.0
PAY02637,LN3568,2019-07-12,2019-07-12,22259.95,On-time,0.0
PAY02638,LN3568,2019-08-11,2019-08-08,22887.24,On-time,0.0
PAY02639,LN1116,2022-05-28,2022-05-27,30205.69,On-time,0.0
PAY02640,LN1116,2022-06-27,2022-06-28,29581.69,On-time,0.0
PAY02641,LN3458,2023-04-14,2023-04-16,8136.66,On-time,0.0
PAY02642,LN3458,2023-05-14,2023-05-14,8217.4,On-time,0.0
PAY02643,LN3940,2020-05-09,2020-05-08,126898.81,On-time,0.0
PAY02644,LN3940,2020-06-08,2020-06-09,123013.48,On-time,0.0
PAY02645,LN3940,2020-07-08,2020-07-06,123211.17,On-time,0.0
PAY02646,LN3940,2020-08-07,2020-08-24,127870.98,Late,1403.94
PAY02647,LN3940,2020-09-06,2020-09-05,125816.16,On-time,0.0
PAY02648,LN3940,2020-10-06,2020-10-06,129212.17,On-time,0.0
PAY02649,LN1129,2023-12-22,2023-12-20,81676.14,On-time,0.0
PAY02650,LN1129,2024-01-21,2024-01-21,79319.8,On-time,0.0
PAY02651,LN1129,2024-02-20,2024-02-22,79372.05,On-time,0.0
PAY02652,LN1129,2024-03-21,2024-04-27,79237.65,Late,3129.81
PAY02653,LN2539,2019-02-24,2019-02-25,20477.34,On-time,0.0
PAY02654,LN2539,2019-03-26,2019-03-26,20894.05,On-time,0.0
PAY02655,LN2539,2019-04-25,2019-06-01,20278.08,Late,899.23
PAY02656,LN1966,2022-05-21,2022-05-22,1678.69,On-time,0.0
PAY02657,LN3881,2019-09-20,2019-09-17,53542.91,On-time,0.0
PAY02658,LN1101,2024-08-19,2024-08-18,19248.18,On-time,0.0
PAY02659,LN1101,2024-09-18,2024-09-16,19086.32,On-time,0.0
PAY02660,LN1101,2024-10-18,2024-10-19,19193.67,On-time,0.0
PAY02661,LN3658,2022-09-06,2022-09-08,4937.9,On-time,0.0
PAY02662,LN1869,2022-03-07,2022-03-06,29247.91,On-time,0.0
PAY02663,LN1869,2022-04-06,2022-04-03,29593.07,On-time,0.0
PAY02664,LN1869,2022-05-06,2022-05-03,29062.04,On-time,0.0
PAY02665,LN1869,2022-06-05,2022-06-03,29704.61,On-time,0.0
PAY02666,LN1869,2022-07-05,2022-07-05,29466.28,On-time,0.0
PAY02667,LN1869,2022-08-04,2022-08-01,29833.65,On-time,0.0
PAY02668,LN2439,2021-02-20,2021-02-21,4504.54,On-time,0.0
PAY02669,LN2439,2021-03-22,2021-04-30,4609.59,Late,250.99
PAY02670,LN2439,2021-04-21,2021-04-22,4494.15,On-time,0.0
PAY02671,LN2439,2021-05-21,2021-05-19,4455.44,On-time,0.0
PAY02672,LN2095,2023-06-19,2023-06-16,57943.72,On-time,0.0
PAY02673,LN2095,2023-07-19,2023-08-02,57801.72,Late,1745.19
PAY02674,LN0218,2022-10-08,2022-10-08,24856.88,On-time,0.0
PAY02675,LN1416,2021-11-14,2021-11-19,32823.86,Late,2292.92
PAY02676,LN1416,2021-12-14,2021-12-16,32938.0,On-time,0.0
PAY02677,LN1416,2022-01-13,2022-01-11,32277.48,On-time,0.0
PAY02678,LN1416,2022-02-12,2022-02-13,32676.81,On-time,0.0
PAY02679,LN1416,2022-03-14,2022-07-27,32644.0,Default,5808.44
PAY02680,LN1416,2022-04-13,2022-04-12,32023.45,On-time,0.0
PAY02681,LN1381,2021-01-20,2021-01-19,39510.02,On-time,0.0
PAY02682,LN1381,2021-02-19,2021-02-17,40502.15,On-time,0.0
PAY02683,LN1381,2021-03-21,2021-03-21,39351.16,On-time,0.0
PAY02684,LN2747,2019-09-25,2019-09-26,14240.23,On-time,0.0
PAY02685,LN2747,2019-10-25,2019-10-25,13883.33,On-time,0.0
PAY02686,LN1753,2023-03-11,2023-03-08,2557.51,On-time,0.0
PAY02687,LN1753,2023-04-10,2023-04-10,2570.82,On-time,0.0
PAY02688,LN1753,2023-05-10,2023-05-12,2508.62,On-time,0.0
PAY02689,LN2348,2022-09-23,2022-09-24,18042.18,On-time,0.0
PAY02690,LN2348,2022-10-23,2023-03-11,18065.22,Default,2970.96
PAY02691,LN2348,2022-11-22,2022-11-24,18183.37,On-time,0.0
PAY02692,LN2348,2022-12-22,2022-12-19,18360.34,On-time,0.0
PAY02693,LN3064,2023-01-13,2023-04-24,35953.55,Default,4767.66
PAY02694,LN3064,2023-02-12,2023-02-09,36518.26,On-time,0.0
PAY02695,LN3064,2023-03-14,2023-03-14,36386.52,On-time,0.0
PAY02696,LN0590,2020-08-23,2020-10-07,7061.57,Late,564.38
PAY02697,LN0590,2020-09-22,2020-09-21,7093.33,On-time,0.0
PAY02698,LN0590,2020-10-22,2020-10-22,7023.28,On-time,0.0
PAY02699,LN3806,2020-04-22,2020-04-23,127919.23,On-time,0.0
PAY02700,LN0986,2024-04-03,2024-04-18,28355.79,Late,1137.79
PAY02701,LN0986,2024-05-03,2024-09-06,29485.27,Default,3964.94
PAY02702,LN0986,2024-06-02,2024-07-10,28575.92,Late,1706.39
PAY02703,LN0986,2024-07-02,2024-07-01,28382.92,On-time,0.0
PAY02704,LN2996,2024-01-01,2024-01-03,24887.17,On-time,0.0
PAY02705,LN1246,2020-07-04,2020-07-06,17438.56,On-time,0.0
PAY02706,LN1246,2020-08-03,2020-08-02,17902.41,On-time,0.0
PAY02707,LN1688,2020-05-19,2020-10-21,15216.28,Default,1959.77
PAY02708,LN1688,2020-06-18,2020-06-15,15655.13,On-time,0.0
PAY02709,LN1688,2020-07-18,2020-07-16,15573.37,On-time,0.0
PAY02710,LN1688,2020-08-17,2020-08-15,15205.04,On-time,0.0
PAY02711,LN1688,2020-09-16,2020-09-15,15408.45,On-time,0.0
PAY02712,LN0592,2020-09-08,2020-09-08,3056.0,On-time,0.0
PAY02713,LN0592,2020-10-08,2020-10-05,3048.62,On-time,0.0
PAY02714,LN0592,2020-11-07,2021-02-07,3173.81,Default,608.33
PAY02715,LN0592,2020-12-07,2020-12-16,3083.93,Late,40.89
PAY02716,LN0592,2021-01-06,2021-01-06,3085.11,On-time,0.0
PAY02717,LN0592,2021-02-05,2021-02-04,3057.04,On-time,0.0
PAY02718,LN1630,2022-09-15,2022-10-16,43771.35,Late,442.93
PAY02719,LN1630,2022-10-15,2022-10-17,43172.75,On-time,0.0
PAY02720,LN3513,2021-09-02,2021-08-31,124401.93,On-time,0.0
PAY02721,LN3045,2024-11-29,2024-11-26,10068.25,On-time,0.0
PAY02722,LN2866,2019-07-12,2019-07-13,13519.31,On-time,0.0
PAY02723,LN3180,2019-06-30,2019-06-30,72506.95,On-time,0.0
PAY02724,LN1396,2024-01-03,2024-01-01,22208.25,On-time,0.0
PAY02725,LN1396,2024-02-02,2024-01-30,22406.87,On-time,0.0
PAY02726,LN1396,2024-03-03,2024-03-05,22359.91,On-time,0.0
PAY02727,LN1396,2024-04-02,2024-03-30,22641.39,On-time,0.0
PAY02728,LN1318,2024-04-11,2024-04-13,5546.56,On-time,0.0
PAY02729,LN1318,2024-05-11,2024-05-08,5513.44,On-time,0.0
PAY02730,LN3033,2024-09-01,2024-09-03,21549.07,On-time,0.0
PAY02731,LN3033,2024-10-01,2024-10-01,21264.07,On-time,0.0
PAY02732,LN3033,2024-10-31,2024-10-29,22106.55,On-time,0.0
PAY02733,LN0779,2019-04-15,2019-04-14,28462.52,On-time,0.0
PAY02734,LN0779,2019-05-15,2019-05-13,28417.94,On-time,0.0
PAY02735,LN2940,2022-12-10,2022-12-12,19982.11,On-time,0.0
PAY02736,LN2940,2023-01-09,2023-01-07,19110.07,On-time,0.0
PAY02737,LN2940,2023-02-08,2023-02-05,20010.02,On-time,0.0
PAY02738,LN2940,2023-03-10,2023-03-11,19082.11,On-time,0.0
PAY02739,LN2940,2023-04-09,2023-04-11,19587.07,On-time,0.0
PAY02740,LN0410,2023-11-18,2023-11-18,123049.56,On-time,0.0
PAY02741,LN0165,2022-06-20,2022-06-18,26380.36,On-time,0.0
PAY02742,LN0165,2022-07-20,2022-07-17,27029.61,On-time,0.0
PAY02743,LN1800,2023-02-04,2023-02-06,24858.21,On-time,0.0
PAY02744,LN0297,2025-01-17,2025-01-16,58891.22,On-time,0.0
PAY02745,LN0297,2025-02-16,2025-02-17,59346.16,On-time,0.0
PAY02746,LN0297,2025-03-18,2025-03-16,59351.3,On-time,0.0
PAY02747,LN0297,2025-04-17,2025-04-18,59372.97,On-time,0.0
PAY02748,LN0297,2025-05-17,2025-05-18,60046.22,On-time,0.0
PAY02749,LN0297,2025-06-16,2025-06-13,57826.37,On-time,0.0
PAY02750,LN0719,2024-02-14,2024-03-13,12359.1,Late,536.44
PAY02751,LN1512,2021-09-26,2021-09-24,31383.64,On-time,0.0
PAY02752,LN0255,2022-01-03,2022-05-22,48897.26,Default,11812.42
PAY02753,LN0255,2022-02-02,2022-02-02,46572.4,On-time,0.0
PAY02754,LN0255,2022-03-04,2022-03-01,47299.78,On-time,0.0
PAY02755,LN0255,2022-04-03,2022-04-02,46633.03,On-time,0.0
PAY02756,LN0962,2021-03-01,2021-02-28,77934.86,On-time,0.0
PAY02757,LN0962,2021-03-31,2021-03-31,79265.48,On-time,0.0
PAY02758,LN0962,2021-04-30,2021-05-01,80944.63,On-time,0.0
PAY02759,LN0962,2021-05-30,2021-06-01,78028.76,On-time,0.0
PAY02760,LN0792,2023-05-22,2023-05-23,100642.1,On-time,0.0
PAY02761,LN0792,2023-06-21,2023-06-21,100305.69,On-time,0.0
PAY02762,LN0792,2023-07-21,2023-07-23,96681.2,On-time,0.0
PAY02763,LN0792,2023-08-20,2023-08-19,96921.81,On-time,0.0
PAY02764,LN1863,2021-06-17,2021-06-23,12687.3,Late,184.61
PAY02765,LN2136,2019-07-25,2019-10-06,48802.85,Default,11104.23
PAY02766,LN2136,2019-08-24,2019-08-24,48830.63,On-time,0.0
PAY02767,LN2136,2019-09-23,2019-10-13,47392.72,Late,1772.26
PAY02768,LN3059,2020-04-09,2020-04-11,57882.45,On-time,0.0
