loan_id,customer_id,branch_id,loan_type_id,loan_amount,interest_rate,loan_date,tenure_months
LN0850,CUST629,BR013,LT03,429000,8.35,2024-12-12,24
LN0851,CUST899,BR010,LT04,4400000,11.13,2024-06-30,120
LN0852,CUST613,BR012,LT03,514000,9.5,2022-03-22,48
LN0853,CUST993,BR015,LT02,6962000,9.79,2024-03-18,180
LN0854,CUST677,BR004,LT02,4583000,5.27,2024-06-04,180
LN0855,CUST616,BR014,LT03,141000,8.14,2021-05-31,48
LN0856,CUST063,BR018,LT04,1456000,12.6,2023-05-23,120
LN0857,CUST436,BR013,LT01,75000,15.09,2021-06-15,36
LN0858,CUST652,BR002,LT02,4688000,8.42,2020-11-13,240
LN0859,CUST212,BR004,LT05,63000,21.16,2019-03-23,3
LN0860,CUST822,BR013,LT01,367000,14.21,2019-09-17,12
LN0861,CUST532,BR007,LT02,2786000,9.81,2023-06-09,240
LN0862,CUST235,BR010,LT04,4571000,11.47,2021-06-02,60
LN0863,CUST963,BR001,LT01,59000,14.77,2020-02-24,60
LN0864,CUST408,BR016,LT01,177000,15.38,2021-10-09,12
LN0865,CUST279,BR004,LT04,2014000,11.88,2022-01-10,36
LN0866,CUST079,BR003,LT03,1085000,12.84,2019-03-24,12
LN0867,CUST761,BR018,LT03,313000,11.47,2023-05-22,24
LN0868,CUST852,BR020,LT05,80000,17.84,2019-04-06,9
LN0869,CUST281,BR015,LT01,169000,13.63,2024-04-14,48
LN0870,CUST299,BR014,LT01,485000,13.81,2024-06-02,36
LN0871,CUST930,BR018,LT03,635000,11.06,2023-06-01,36
LN0872,CUST782,BR018,LT04,2371000,14.46,2019-04-12,120
LN0873,CUST790,BR008,LT02,5291000,8.74,2022-06-26,180
LN0874,CUST148,BR003,LT01,126000,13.66,2024-06-29,60
LN0875,CUST256,BR003,LT01,327000,13.66,2021-08-10,12
LN0876,CUST786,BR016,LT01,190000,13.04,2020-09-08,12
LN0877,CUST330,BR019,LT03,1320000,11.93,2021-05-06,60
LN0878,CUST814,BR016,LT03,538000,11.52,2022-08-11,48
LN0879,CUST726,BR016,LT03,1302000,12.1,2019-11-30,12
LN0880,CUST436,BR003,LT02,7812000,10.26,2020-05-12,120
LN0881,CUST203,BR015,LT05,16000,20.58,2024-07-21,6
LN0882,CUST642,BR017,LT02,7741000,9.77,2023-06-24,120
LN0883,CUST304,BR004,LT02,3648000,10.99,2022-01-15,240
LN0884,CUST331,BR020,LT05,59000,18.86,2022-04-03,6
LN0885,CUST823,BR020,LT05,40000,19.3,2024-04-17,12
LN0886,CUST216,BR011,LT05,73000,20.91,2020-07-08,6
LN0887,CUST537,BR016,LT01,237000,14.58,2019-10-02,12
LN0888,CUST320,BR007,LT01,92000,12.48,2020-01-23,12
LN0889,CUST640,BR015,LT03,193000,11.82,2021-07-14,36
LN0890,CUST644,BR001,LT05,31000,19.85,2023-10-12,9
LN0891,CUST377,BR020,LT04,4685000,14.34,2021-04-09,36
LN0892,CUST607,BR005,LT01,147000,13.23,2020-02-24,24
LN0893,CUST817,BR017,LT03,1172000,11.59,2022-02-09,60
LN0894,CUST685,BR016,LT01,51000,12.9,2021-06-05,12
LN0895,CUST952,BR020,LT01,124000,14.24,2022-08-17,12
LN0896,CUST918,BR002,LT01,413000,14.27,2024-04-16,36
LN0897,CUST310,BR017,LT04,1356000,11.09,2023-04-29,120
LN0898,CUST364,BR010,LT04,1721000,13.6,2021-05-26,60
LN0899,CUST969,BR009,LT04,4231000,14.09,2024-06-30,84
LN0900,CUST702,BR004,LT03,710000,9.76,2019-04-14,36
LN0901,CUST876,BR015,LT04,1861000,11.79,2021-02-21,120
LN0902,CUST384,BR006,LT05,100000,19.41,2023-01-18,6
LN0903,CUST006,BR019,LT02,1847000,10.71,2021-11-05,240
LN0904,CUST944,BR001,LT03,147000,10.53,2024-05-14,48
LN0905,CUST045,BR009,LT01,76000,12.81,2019-05-05,48
LN0906,CUST623,BR015,LT02,5261000,9.89,2020-03-01,120
LN0907,CUST379,BR001,LT03,1099000,9.44,2020-12-25,24
LN0908,CUST085,BR014,LT04,773000,10.76,2019-09-13,84
LN0909,CUST100,BR018,LT01,434000,15.12,2019-03-10,36
LN0910,CUST858,BR011,LT05,21000,20.39,2023-02-09,3
LN0911,CUST964,BR013,LT02,7010000,8.42,2021-03-01,240
LN0912,CUST152,BR009,LT01,250000,14.26,2021-03-24,60
LN0913,CUST420,BR006,LT03,1279000,12.57,2022-06-28,36
LN0914,CUST575,BR012,LT01,260000,12.88,2019-12-19,60
LN0915,CUST953,BR015,LT01,463000,13.2,2019-12-20,24
LN0916,CUST326,BR019,LT03,128000,11.0,2019-02-12,24
LN0917,CUST654,BR012,LT02,8895000,8.44,2022-06-14,240
LN0918,CUST658,BR007,LT04,3743000,12.82,2023-04-03,84
LN0919,CUST183,BR009,LT01,192000,14.75,2021-02-10,36
LN0920,CUST905,BR007,LT01,183000,14.03,2021-12-19,12
LN0921,CUST502,BR012,LT03,588000,10.71,2024-01-16,24
LN0922,CUST038,BR019,LT02,5842000,10.27,2023-11-13,180
LN0923,CUST662,BR010,LT01,365000,15.33,2022-01-06,12
LN0924,CUST526,BR007,LT01,260000,11.43,2020-04-17,60
LN0925,CUST675,BR006,LT02,5205000,10.18,2023-03-28,240
LN0926,CUST603,BR002,LT02,1942000,9.43,2019-02-02,120
LN0927,CUST432,BR016,LT02,6831000,8.44,2023-01-06,180
LN0928,CUST167,BR015,LT03,1153000,11.45,2024-02-13,60
LN0929,CUST590,BR014,LT04,2473000,14.36,2023-03-09,84
LN0930,CUST495,BR013,LT02,9737000,8.94,2024-09-07,120
LN0931,CUST432,BR014,LT04,4779000,12.24,2019-04-27,60
LN0932,CUST525,BR006,LT05,89000,20.91,2024-11-16,6
LN0933,CUST975,BR019,LT04,823000,12.9,2019-08-09,36
LN0934,CUST317,BR005,LT04,2402000,12.31,2019-01-04,60
LN0935,CUST206,BR006,LT02,1723000,8.42,2021-04-12,180
LN0936,CUST093,BR008,LT01,300000,13.41,2019-01-21,48
LN0937,CUST164,BR012,LT01,297000,13.3,2021-05-20,48
LN0938,CUST685,BR013,LT04,3590000,12.43,2020-01-28,120
LN0939,CUST132,BR011,LT04,841000,14.7,2022-03-05,120
LN0940,CUST612,BR013,LT03,586000,11.22,2019-04-21,24
LN0941,CUST907,BR020,LT01,156000,14.35,2024-08-15,12
LN0942,CUST626,BR020,LT04,4590000,14.51,2020-07-19,120
LN0943,CUST193,BR002,LT01,246000,14.48,2021-01-06,48
LN0944,CUST155,BR010,LT02,7077000,8.29,2021-12-05,180
LN0945,CUST184,BR006,LT02,5656000,9.15,2019-12-05,180
LN0946,CUST703,BR004,LT03,666000,10.18,2020-10-20,36
LN0947,CUST132,BR019,LT03,1061000,11.94,2023-07-04,48
LN0948,CUST790,BR002,LT02,3328000,9.26,2024-01-19,240
LN0949,CUST382,BR016,LT04,4252000,14.6,2020-04-02,60
LN0950,CUST435,BR018,LT04,4378000,12.55,2019-01-29,84
LN0951,CUST971,BR019,LT01,282000,12.7,2024-02-07,48
LN0952,CUST050,BR015,LT01,105000,12.14,2023-02-12,12
LN0953,CUST911,BR020,LT03,453000,10.32,2022-04-28,12
LN0954,CUST556,BR009,LT01,211000,15.27,2022-08-22,36
LN0955,CUST652,BR002,LT03,600000,9.39,2023-06-11,24
LN0956,CUST180,BR003,LT03,276000,9.75,2024-07-14,48
LN0957,CUST915,BR009,LT02,5122000,7.36,2024-11-14,240
LN0958,CUST470,BR002,LT01,218000,12.4,2020-02-19,48
LN0959,CUST525,BR003,LT02,6731000,9.74,2023-06-30,120
LN0960,CUST189,BR009,LT04,3765000,10.7,2023-11-11,36
LN0961,CUST813,BR007,LT03,1493000,9.96,2021-09-25,12
LN0962,CUST384,BR019,LT02,7846000,9.15,2021-01-30,180
LN0963,CUST514,BR002,LT03,1374000,12.02,2022-01-21,12
LN0964,CUST417,BR007,LT01,236000,13.28,2021-12-29,48
LN0965,CUST614,BR011,LT01,151000,12.26,2021-06-24,12
LN0966,CUST627,BR010,LT04,3125000,13.34,2023-09-20,84
LN0967,CUST555,BR013,LT02,6019000,9.76,2022-08-02,180
LN0968,CUST843,BR015,LT01,434000,12.57,2024-12-20,24
LN0969,CUST690,BR013,LT01,65000,15.02,2019-11-18,48
LN0970,CUST575,BR012,LT01,387000,12.57,2022-05-30,36
LN0971,CUST769,BR011,LT02,5206000,7.42,2020-11-13,240
LN0972,CUST361,BR019,LT02,9962000,10.39,2022-03-08,240
LN0973,CUST762,BR016,LT05,41000,18.04,2023-03-31,3
LN0974,CUST100,BR013,LT01,496000,15.03,2021-01-01,24
LN0975,CUST786,BR013,LT03,593000,9.92,2022-02-16,36
LN0976,CUST789,BR012,LT03,1030000,11.87,2022-07-25,60
LN0977,CUST549,BR018,LT02,8732000,9.28,2024-03-15,180
LN0978,CUST846,BR015,LT01,443000,14.42,2019-01-14,60
LN0979,CUST850,BR011,LT04,3350000,14.88,2020-02-07,120
LN0980,CUST595,BR014,LT05,44000,20.28,2021-07-07,6
LN0981,CUST625,BR020,LT03,213000,11.34,2023-08-02,12
LN0982,CUST333,BR020,LT01,306000,12.2,2020-01-08,36
LN0983,CUST024,BR020,LT05,67000,20.75,2021-03-01,6
LN0984,CUST469,BR012,LT04,1349000,13.11,2021-03-29,84
LN0985,CUST136,BR010,LT01,64000,12.62,2024-02-24,24
LN0986,CUST701,BR020,LT02,3177000,9.25,2024-03-04,240
LN0987,CUST657,BR004,LT04,4222000,12.29,2020-10-14,60
LN0988,CUST474,BR003,LT01,65000,13.32,2024-10-29,48
LN0989,CUST883,BR013,LT01,238000,13.04,2020-05-10,60
LN0990,CUST663,BR018,LT04,2305000,10.97,2019-09-02,84
LN0991,CUST832,BR013,LT04,3681000,14.12,2023-06-25,120
LN0992,CUST439,BR004,LT01,431000,12.18,2020-04-02,24
LN0993,CUST376,BR014,LT03,299000,9.23,2024-05-30,24
LN0994,CUST271,BR004,LT02,7243000,10.4,2024-07-06,120
LN0995,CUST776,BR009,LT02,7203000,8.38,2024-01-19,240
LN0996,CUST265,BR019,LT01,66000,12.54,2024-11-07,36
LN0997,CUST027,BR008,LT05,59000,17.21,2022-06-10,6
LN0998,CUST582,BR010,LT02,4959000,10.47,2020-06-10,120
LN0999,CUST623,BR010,LT05,29000,19.75,2021-05-16,9
LN1000,CUST152,BR019,LT01,214000,14.49,2024-10-17,48
LN1001,CUST489,BR020,LT05,97000,21.15,2024-08-14,9
LN1002,CUST536,BR012,LT02,9335000,10.96,2024-11-21,180
LN1003,CUST180,BR016,LT05,6000,19.56,2022-11-03,6
LN1004,CUST317,BR007,LT01,175000,13.92,2020-05-04,24
LN1005,CUST366,BR016,LT02,9214000,9.37,2024-11-16,120
LN1006,CUST760,BR007,LT02,1296000,7.73,2022-09-11,240
LN1007,CUST069,BR009,LT03,849000,12.96,2019-11-22,12
LN1008,CUST458,BR019,LT03,443000,10.46,2021-01-18,24
LN1009,CUST234,BR015,LT01,491000,12.65,2022-02-10,12
LN1010,CUST761,BR007,LT04,4604000,13.64,2020-06-26,84
LN1011,CUST063,BR007,LT01,314000,13.86,2024-03-16,12
LN1012,CUST550,BR002,LT02,6705000,8.16,2020-04-21,180
LN1013,CUST086,BR016,LT01,294000,11.95,2024-06-18,36
LN1014,CUST583,BR001,LT03,1306000,12.1,2023-12-19,24
LN1015,CUST604,BR020,LT04,4963000,12.26,2023-07-26,84
LN1016,CUST505,BR006,LT02,5350000,9.58,2022-05-12,180
LN1017,CUST889,BR018,LT01,174000,13.8,2022-06-18,48
LN1018,CUST115,BR006,LT02,3873000,10.67,2024-04-11,180
LN1019,CUST168,BR006,LT01,244000,14.54,2023-12-21,36
LN1020,CUST654,BR018,LT04,1129000,11.11,2021-08-07,60
LN1021,CUST315,BR017,LT02,7898000,10.44,2022-05-14,240
LN1022,CUST216,BR019,LT03,553000,11.25,2023-06-11,24
LN1023,CUST873,BR006,LT03,320000,10.71,2024-04-24,60
LN1024,CUST808,BR014,LT04,1493000,12.47,2024-04-17,84
LN1025,CUST380,BR005,LT02,7540000,9.68,2022-07-15,180
LN1026,CUST316,BR014,LT03,1168000,11.27,2023-07-14,12
LN1027,CUST992,BR014,LT02,8248000,9.13,2022-01-28,120
LN1028,CUST839,BR007,LT01,373000,14.31,2023-03-10,12
LN1029,CUST330,BR014,LT04,1763000,14.22,2021-03-27,60
LN1030,CUST633,BR017,LT02,3466000,10.17,2020-10-19,180
LN1031,CUST741,BR016,LT05,61000,20.88,2019-07-08,12
LN1032,CUST705,BR016,LT01,494000,13.88,2019-08-31,12
LN1033,CUST058,BR011,LT01,216000,14.89,2020-03-30,48
LN1034,CUST138,BR003,LT02,7977000,8.9,2020-09-13,120
LN1035,CUST604,BR010,LT03,887000,10.45,2022-09-04,60
LN1036,CUST560,BR009,LT03,1244000,9.18,2020-07-29,12
LN1037,CUST892,BR011,LT05,39000,20.37,2021-05-29,6
LN1038,CUST329,BR015,LT01,213000,11.91,2021-11-26,36
LN1039,CUST619,BR001,LT01,339000,14.61,2024-06-15,12
LN1040,CUST852,BR017,LT01,495000,11.78,2023-11-26,12
LN1041,CUST983,BR017,LT05,36000,19.48,2022-03-03,9
LN1042,CUST650,BR003,LT04,2913000,14.13,2020-04-05,60
LN1043,CUST818,BR017,LT04,621000,13.6,2021-02-20,36
LN1044,CUST786,BR014,LT04,2435000,12.59,2020-09-15,84
LN1045,CUST075,BR006,LT03,576000,10.8,2023-11-07,12
LN1046,CUST412,BR019,LT01,331000,13.29,2019-02-04,24
LN1047,CUST331,BR014,LT01,435000,13.27,2022-08-30,60
LN1048,CUST469,BR007,LT04,2957000,12.99,2020-09-17,60
LN1049,CUST792,BR005,LT01,132000,13.15,2019-06-11,24
LN1050,CUST554,BR012,LT05,36000,18.99,2021-07-31,6
LN1051,CUST207,BR010,LT01,496000,13.84,2021-06-08,36
LN1052,CUST028,BR005,LT05,95000,19.84,2023-03-17,3
LN1053,CUST455,BR007,LT02,5021000,9.81,2021-04-22,180
LN1054,CUST605,BR004,LT01,129000,16.05,2024-10-16,12
LN1055,CUST167,BR007,LT01,270000,14.61,2022-07-21,48
LN1056,CUST196,BR007,LT05,81000,19.83,2021-11-11,3
LN1057,CUST968,BR015,LT01,221000,13.47,2020-02-14,36
LN1058,CUST370,BR010,LT04,2284000,12.55,2022-05-16,60
LN1059,CUST719,BR003,LT03,1234000,12.16,2019-03-06,36
LN1060,CUST748,BR011,LT01,431000,10.8,2019-02-07,24
LN1061,CUST532,BR005,LT01,261000,14.19,2021-05-09,36
LN1062,CUST381,BR020,LT02,2417000,8.71,2024-10-25,120
LN1063,CUST760,BR006,LT02,9325000,7.89,2019-05-03,180
LN1064,CUST209,BR010,LT02,4359000,9.03,2022-08-08,120
LN1065,CUST803,BR001,LT02,8999000,10.74,2020-08-14,180
LN1066,CUST048,BR018,LT02,6387000,7.91,2020-10-09,120
LN1067,CUST016,BR012,LT05,14000,20.15,2020-04-05,12
LN1068,CUST476,BR014,LT05,56000,19.53,2019-01-03,9
LN1069,CUST488,BR016,LT05,29000,18.38,2023-02-06,3
LN1070,CUST490,BR016,LT04,4289000,13.11,2021-06-17,60
LN1071,CUST825,BR005,LT01,87000,12.79,2023-07-13,36
LN1072,CUST909,BR020,LT01,152000,12.43,2022-05-18,36
LN1073,CUST728,BR015,LT03,828000,9.28,2021-12-28,24
LN1074,CUST336,BR014,LT02,2307000,9.29,2019-05-21,240
LN1075,CUST928,BR013,LT03,1212000,12.79,2019-02-28,24
LN1076,CUST650,BR002,LT04,1342000,13.56,2019-02-17,120
LN1077,CUST496,BR012,LT01,441000,15.07,2023-07-20,48
LN1078,CUST220,BR015,LT03,864000,10.63,2022-02-18,60
LN1079,CUST947,BR011,LT02,9033000,11.26,2024-06-19,240
LN1080,CUST468,BR004,LT03,579000,10.09,2019-09-16,36
LN1081,CUST437,BR001,LT05,17000,20.46,2024-02-17,3
LN1082,CUST124,BR018,LT04,806000,12.81,2024-01-28,120
LN1083,CUST567,BR003,LT05,97000,21.24,2024-09-23,6
LN1084,CUST146,BR008,LT04,1154000,12.18,2024-11-22,60
LN1085,CUST577,BR017,LT03,1220000,11.48,2021-08-01,60
LN1086,CUST171,BR012,LT01,356000,14.6,2021-07-15,24
LN1087,CUST554,BR020,LT02,2820000,8.22,2023-06-30,180
LN1088,CUST400,BR017,LT05,90000,20.23,2020-07-11,9
LN1089,CUST001,BR003,LT01,300000,14.21,2019-10-01,12
LN1090,CUST774,BR014,LT01,266000,14.57,2021-09-20,48
LN1091,CUST806,BR006,LT03,647000,10.04,2022-12-06,12
LN1092,CUST232,BR009,LT01,231000,12.94,2020-09-13,24
LN1093,CUST455,BR005,LT03,1165000,10.92,2020-04-25,60
LN1094,CUST319,BR017,LT01,333000,15.29,2023-12-01,36
LN1095,CUST842,BR004,LT03,954000,11.25,2022-10-30,36
LN1096,CUST973,BR002,LT02,9020000,9.66,2024-03-25,180
LN1097,CUST600,BR006,LT05,71000,20.82,2022-04-07,6
LN1098,CUST536,BR004,LT01,379000,15.77,2023-01-25,24
LN1099,CUST891,BR016,LT04,4824000,12.54,2020-03-06,84
LN1100,CUST863,BR009,LT05,66000,18.84,2021-10-26,9
LN1101,CUST086,BR001,LT01,413000,11.98,2024-07-20,24
LN1102,CUST606,BR014,LT03,246000,11.91,2024-06-21,60
LN1103,CUST622,BR019,LT02,5671000,10.33,2023-04-17,120
LN1104,CUST617,BR004,LT03,1211000,11.47,2020-01-24,12
LN1105,CUST990,BR008,LT02,7053000,9.75,2023-09-24,180
LN1106,CUST736,BR002,LT02,8093000,10.94,2024-11-11,120
LN1107,CUST963,BR013,LT04,3215000,13.61,2019-04-16,60
LN1108,CUST581,BR006,LT01,476000,13.25,2023-08-16,12
LN1109,CUST747,BR015,LT04,1417000,13.03,2022-11-10,84
LN1110,CUST997,BR008,LT01,403000,14.84,2021-12-13,24
LN1111,CUST215,BR018,LT04,2827000,12.68,2023-07-02,84
LN1112,CUST800,BR006,LT04,4312000,11.33,2021-07-21,84
LN1113,CUST849,BR010,LT01,375000,13.66,2022-07-05,60
LN1114,CUST510,BR006,LT04,1170000,13.23,2024-06-11,84
LN1115,CUST346,BR015,LT05,77000,20.59,2022-08-15,3
LN1116,CUST115,BR007,LT03,1372000,11.9,2022-04-28,60
LN1117,CUST552,BR006,LT02,7261000,10.01,2020-01-06,240
LN1118,CUST613,BR013,LT05,19000,18.62,2022-12-20,12
LN1119,CUST137,BR013,LT01,480000,13.86,2022-04-18,60
LN1120,CUST584,BR003,LT02,3023000,8.58,2021-10-04,240
LN1121,CUST159,BR009,LT01,151000,16.2,2021-06-15,24
LN1122,CUST897,BR008,LT02,8304000,10.26,2022-04-30,120
LN1123,CUST988,BR001,LT05,51000,18.68,2021-02-26,12
LN1124,CUST191,BR017,LT03,978000,11.29,2023-05-05,36
LN1125,CUST724,BR012,LT04,1465000,14.65,2021-08-19,84
LN1126,CUST554,BR012,LT01,362000,12.99,2021-10-08,60
LN1127,CUST593,BR005,LT01,463000,13.54,2024-05-02,60
LN1128,CUST322,BR004,LT04,3100000,14.54,2021-07-06,120
LN1129,CUST276,BR019,LT04,2409000,12.29,2023-11-22,36
LN1130,CUST977,BR006,LT01,252000,15.26,2022-11-24,48
LN1131,CUST889,BR005,LT01,209000,14.19,2022-02-04,60
LN1132,CUST259,BR001,LT04,2556000,13.04,2020-06-30,120
LN1133,CUST221,BR015,LT02,7275000,8.3,2021-08-10,240
LN1134,CUST818,BR017,LT05,19000,20.22,2022-07-12,3
LN1135,CUST995,BR020,LT01,390000,10.66,2019-10-18,60
LN1136,CUST066,BR017,LT02,2451000,9.03,2021-01-04,120
LN1137,CUST031,BR016,LT04,1793000,14.35,2023-07-11,120
LN1138,CUST825,BR014,LT02,5270000,9.05,2021-01-19,120
LN1139,CUST319,BR012,LT01,244000,15.07,2020-01-07,24
LN1140,CUST267,BR013,LT01,208000,11.36,2019-12-01,36
LN1141,CUST463,BR004,LT03,129000,11.47,2019-08-31,36
LN1142,CUST098,BR006,LT01,493000,14.19,2022-08-31,48
LN1143,CUST314,BR001,LT04,2927000,12.0,2019-10-12,60
LN1144,CUST194,BR020,LT02,5817000,9.07,2020-02-02,240
LN1145,CUST935,BR005,LT03,904000,10.25,2020-12-28,60
LN1146,CUST153,BR015,LT01,67000,13.41,2020-05-07,36
LN1147,CUST958,BR010,LT01,357000,13.27,2020-11-16,12
LN1148,CUST510,BR007,LT03,1496000,11.29,2024-02-06,60
LN1149,CUST852,BR013,LT04,4731000,11.08,2019-09-26,84
LN1150,CUST253,BR012,LT01,482000,15.03,2023-07-14,12
LN1151,CUST367,BR002,LT05,93000,20.57,2020-02-09,3
LN1152,CUST680,BR011,LT05,58000,17.76,2024-11-06,12
LN1153,CUST776,BR018,LT03,496000,9.69,2021-03-22,36
LN1154,CUST967,BR014,LT02,4394000,11.02,2024-07-05,120
LN1155,CUST330,BR018,LT02,4499000,10.66,2022-03-22,240
LN1156,CUST716,BR002,LT03,158000,11.13,2022-06-11,60
LN1157,CUST766,BR019,LT03,997000,11.99,2024-12-28,12
LN1158,CUST049,BR010,LT02,4166000,9.54,2023-11-12,240
LN1159,CUST521,BR017,LT04,2642000,13.56,2019-07-03,60
LN1160,CUST102,BR015,LT05,90000,20.89,2019-10-26,6
LN1161,CUST508,BR007,LT03,958000,10.04,2023-04-12,24
LN1162,CUST922,BR004,LT05,5000,20.62,2022-09-16,6
LN1163,CUST400,BR008,LT02,8540000,9.3,2020-08-03,240
LN1164,CUST253,BR020,LT03,1335000,11.96,2022-06-22,24
LN1165,CUST963,BR009,LT02,1092000,10.15,2023-03-25,180
LN1166,CUST863,BR007,LT04,2543000,12.11,2023-06-08,36
LN1167,CUST713,BR015,LT01,360000,13.85,2020-04-13,12
LN1168,CUST163,BR016,LT01,292000,13.74,2021-11-16,48
LN1169,CUST292,BR018,LT01,435000,13.78,2020-05-04,48
LN1170,CUST843,BR007,LT05,58000,18.57,2020-06-04,3
LN1171,CUST481,BR016,LT01,153000,14.7,2021-01-25,12
LN1172,CUST781,BR003,LT01,327000,14.97,2020-08-07,48
LN1173,CUST612,BR002,LT03,805000,11.52,2021-05-11,36
LN1174,CUST045,BR019,LT01,119000,13.1,2021-10-24,24
LN1175,CUST359,BR015,LT01,340000,14.12,2020-09-19,36
LN1176,CUST518,BR003,LT01,332000,13.53,2023-12-03,12
LN1177,CUST893,BR015,LT01,161000,14.24,2020-10-21,24
LN1178,CUST561,BR011,LT01,358000,15.61,2024-12-28,12
LN1179,CUST634,BR006,LT04,1744000,13.23,2020-03-01,60
LN1180,CUST007,BR013,LT01,76000,13.02,2020-05-05,24
LN1181,CUST781,BR002,LT03,203000,12.18,2024-05-05,60
LN1182,CUST661,BR013,LT01,327000,14.01,2021-08-31,48
LN1183,CUST628,BR009,LT02,9892000,9.63,2020-09-19,180
LN1184,CUST550,BR012,LT01,179000,13.19,2023-05-11,36
LN1185,CUST904,BR006,LT02,1188000,9.73,2020-08-12,120
LN1186,CUST471,BR014,LT04,2799000,10.56,2023-07-06,60
LN1187,CUST861,BR012,LT01,233000,14.18,2024-03-01,48
LN1188,CUST455,BR013,LT02,4040000,10.08,2020-06-29,240
LN1189,CUST543,BR007,LT01,371000,13.08,2023-01-28,48
LN1190,CUST562,BR014,LT02,3762000,8.74,2024-04-10,120
LN1191,CUST556,BR015,LT02,8496000,11.52,2023-08-16,120
LN1192,CUST205,BR007,LT02,9009000,6.04,2024-10-20,180
LN1193,CUST185,BR015,LT01,143000,12.05,2020-12-06,36
LN1194,CUST764,BR019,LT04,3278000,14.65,2021-03-21,60
LN1195,CUST422,BR011,LT02,8812000,10.94,2024-06-16,180
LN1196,CUST626,BR020,LT03,979000,11.9,2020-02-02,12
LN1197,CUST088,BR001,LT01,438000,13.25,2020-01-04,36
LN1198,CUST954,BR012,LT01,118000,13.46,2019-09-28,36
LN1199,CUST639,BR011,LT03,1260000,10.97,2020-12-18,36
LN1200,CUST311,BR004,LT04,967000,13.86,2020-10-30,120
LN1201,CUST122,BR018,LT05,44000,20.18,2024-04-07,9
LN1202,CUST707,BR008,LT05,68000,19.36,2023-12-28,3
LN1203,CUST774,BR002,LT01,221000,14.79,2020-11-29,12
LN1204,CUST601,BR012,LT05,61000,19.79,2019-03-23,12
LN1205,CUST970,BR019,LT02,4058000,9.26,2023-02-24,120
LN1206,CUST182,BR005,LT03,1048000,9.32,2020-03-30,24
LN1207,CUST985,BR011,LT01,407000,15.04,2022-12-23,60
LN1208,CUST819,BR016,LT01,451000,12.76,2020-11-23,36
LN1209,CUST872,BR009,LT01,176000,12.94,2019-04-07,48
LN1210,CUST327,BR006,LT01,157000,13.42,2024-01-13,48
LN1211,CUST346,BR002,LT01,498000,14.29,2019-11-25,36
LN1212,CUST565,BR002,LT01,490000,12.64,2019-03-20,36
LN1213,CUST390,BR007,LT05,41000,18.77,2022-01-12,12
LN1214,CUST344,BR012,LT04,4297000,12.28,2023-07-26,84
LN1215,CUST136,BR012,LT04,2851000,11.53,2021-12-28,36
LN1216,CUST936,BR015,LT05,13000,19.48,2022-07-29,3
LN1217,CUST024,BR005,LT04,714000,13.27,2023-03-10,36
LN1218,CUST158,BR019,LT04,3939000,12.83,2019-02-09,36
LN1219,CUST755,BR011,LT05,64000,21.35,2024-03-02,9
LN1220,CUST805,BR004,LT03,179000,10.57,2019-11-29,24
LN1221,CUST094,BR003,LT01,406000,12.92,2019-07-24,12
LN1222,CUST397,BR011,LT03,370000,10.42,2024-07-21,60
LN1223,CUST724,BR006,LT02,7584000,11.37,2019-09-08,180
LN1224,CUST190,BR017,LT01,129000,14.44,2020-08-12,60
LN1225,CUST590,BR007,LT03,1084000,12.2,2021-02-05,36
LN1226,CUST775,BR008,LT01,336000,12.5,2023-08-16,60
LN1227,CUST656,BR010,LT01,163000,12.75,2021-09-13,60
LN1228,CUST008,BR009,LT01,123000,12.45,2024-07-16,36
LN1229,CUST925,BR002,LT03,1245000,8.59,2024-01-01,12
LN1230,CUST763,BR003,LT02,7942000,10.06,2019-09-27,240
LN1231,CUST269,BR011,LT02,7680000,8.52,2024-08-08,180
LN1232,CUST782,BR016,LT02,9992000,10.57,2020-11-29,120
LN1233,CUST708,BR012,LT02,8920000,10.15,2023-07-10,180
LN1234,CUST890,BR015,LT02,2279000,11.66,2023-09-15,120
LN1235,CUST895,BR005,LT04,2031000,15.37,2020-09-03,120
LN1236,CUST375,BR001,LT02,8357000,11.12,2020-09-10,240
LN1237,CUST969,BR006,LT01,57000,15.0,2022-01-14,36
LN1238,CUST203,BR001,LT02,2425000,10.02,2022-02-11,120
LN1239,CUST195,BR016,LT03,799000,11.54,2020-10-16,48
LN1240,CUST993,BR002,LT02,1954000,10.62,2024-05-06,240
LN1241,CUST297,BR005,LT01,475000,14.81,2023-09-02,48
LN1242,CUST014,BR010,LT03,574000,7.76,2023-10-24,60
LN1243,CUST125,BR020,LT01,177000,14.35,2020-06-08,36
LN1244,CUST579,BR016,LT01,251000,12.07,2021-05-07,36
LN1245,CUST705,BR008,LT05,91000,19.92,2024-05-04,9
LN1246,CUST569,BR011,LT03,563000,8.68,2020-06-04,36
LN1247,CUST801,BR019,LT05,27000,19.83,2021-08-28,6
LN1248,CUST501,BR019,LT02,1175000,10.9,2020-01-27,180
LN1249,CUST769,BR005,LT03,214000,9.25,2021-12-25,12
LN1250,CUST461,BR013,LT04,3998000,13.79,2020-08-09,84
LN1251,CUST869,BR002,LT02,3010000,9.88,2022-12-29,240
LN1252,CUST495,BR018,LT01,173000,12.88,2022-07-10,60
LN1253,CUST905,BR018,LT01,415000,13.52,2020-05-08,36
LN1254,CUST752,BR002,LT04,1136000,13.92,2022-03-02,60
